id;station_code;maintenance_id;equipment_id;work_type;usage;description;maintenance_date
1;AAII;AAII-1;SS-AAII-2019;Penggantian;;All equipment was exchange with new equipment.;2019-09-02
2;AAII;AAII-1;SA-AAII-2019;Penggantian;;All equipment was exchange with new equipment.;2019-09-02
3;AAII;AAII-1;D-AAII-2019;Penggantian;;All equipment was exchange with new equipment.;2019-09-02
4;AAII;AAII-1;ZZ-AAII-2019;Penggantian;;All equipment was exchange with new equipment.;2019-09-02
5;AAII;AAII-1;PB-AAII-2019;Penggantian;;All equipment was exchange with new equipment.;2019-09-02
6;AAII;AAII-1;CIS-AAII-2019;Penggantian;;All equipment was exchange with new equipment.;2019-09-02
7;AAII;AAII-1;ZZ-AAII-2019-2;Penggantian;;All equipment was exchange with new equipment.;2019-09-02
8;AAII;AAII-3;;Lain-lain;;Pengecekkan Perangkat Site AAII;2021-06-27
9;AAII;AAII-4;;Lain-lain;;Diketahui site AAII tidak mengirimkan data dikarenakan jaringan vsat di rubah ke jaringan VPN (astinet);2021-09-13
10;GTOI;GTOI-1;D-GTOI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-11-12
11;GTOI;GTOI-1;SA-GTOI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-11-12
12;GTOI;GTOI-1;SS-GTOI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-11-12
13;GTOI;GTOI-1;ZZ-GTOI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-11-12
14;GTOI;GTOI-1;PB-GTOI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-11-12
15;GTOI;GTOI-1;ZZ-GTOI-2019-2;Penggantian;;All equipment was exchange with new equipment.;2019-11-12
16;GTOI;GTOI-1;ZZ-GTOI-2019-3;Penggantian;;All equipment was exchange with new equipment.;2019-11-12
17;GTOI;GTOI-1;CIS-GTOI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-11-12
18;GTOI;GTOI-1;COT-GTOI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-11-12
19;GTOI;GTOI-1;COR-GTOI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-11-12
20;IGBI;IGBI-4;ZZ-IGBI-2013;Penggantian;;solar controller bermasalah;2013-08-27
21;IGBI;IGBI-5;PB-IGBI-2014;Penggantian;;baterai dalam kondisi drop;2014-09-06
22;IGBI;IGBI-7;SS-IGBI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-06-23
23;IGBI;IGBI-7;SA-IGBI-2019;Penggantian;;jelaskan sejarah All equipment was exchange with new equipment.;2019-06-23
24;IGBI;IGBI-7;D-IGBI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-06-23
25;IGBI;IGBI-7;ZZ-IGBI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-06-23
26;IGBI;IGBI-7;PB-IGBI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-06-23
27;IGBI;IGBI-7;CIS-IGBI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-06-23
28;IGBI;IGBI-7;ZZ-IGBI-2019-2;Penggantian;;All equipment was exchange with new equipment.;2019-06-23
29;IGBI;IGBI-7;COT-IGBI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-06-23
30;IGBI;IGBI-7;COR-IGBI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-06-23
31;IGBI;IGBI-8;;Perbaikan;;Antena vsat tidak level dan carier cacat;2021-08-05
32;IGBI;IGBI-8;;Perbaikan;;sinar matahari untuk Solar panel Tertutup pohon pada sore hari;2021-08-05
33;JMBI;JMBI-3;SS-JMBI-2019;Penggantian;;All equipment was exchange with new equipment;2019-07-06
34;JMBI;JMBI-3;SA-JMBI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-07-06
35;JMBI;JMBI-3;D-JMBI-2019;Penggantian;;All equipment was exchange with new equipment;2019-07-06
36;JMBI;JMBI-3;ZZ-JMBI-2019;Penggantian;;All equipment was exchange with new equipment;2019-07-06
37;JMBI;JMBI-3;ZZ-JMBI-2019-2;Penggantian;;All equipment was exchange with new equipment;2019-07-06
38;JMBI;JMBI-3;PB-JMBI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-07-06
39;JMBI;JMBI-3;ZZ-JMBI-2019-3;Penggantian;;All equipment was exchange with new equipment.;2019-07-06
40;JMBI;JMBI-3;CIS-JMBI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-07-06
41;JMBI;JMBI-3;COR-JMBI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-07-06
42;JMBI;JMBI-3;COT-JMBI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-07-06
43;KLSI;KLSI-2;COT-KLSI-2012;Penggantian;;SSPB bermasalah;2012-10-24
44;KLSI;KLSI-4;SS-KLSI-2014;Penggantian;;Sensor BBVS60 bermasalah;2014-08-22
45;KLSI;KLSI-4;PB-KLSI-2014;Penggantian;;batterai bermasalah;2014-08-22
46;KLSI;KLSI-4;ZZ-KLSI-2014;Penggantian;;Solarcontroller Prostar bermasalah;2014-08-22
47;KLSI;KLSI-4;ZZ-KLSI-2014-2;Penggantian;;Antenna GPS bermasalah;2014-08-22
48;KLSI;KLSI-4;ZZ-KLSI-2014-3;Penggantian;;Radio link di lokasi rusak;2014-08-22
49;KLSI;KLSI-4;ZZ-KLSI-2014-4;Penggantian;;Radio link di kantor BMKG rusak;2014-08-22
50;KLSI;KLSI-5;SS-KLSI-2019;Penggantian;;All equipment was exchange with new equipment;2019-09-06
51;KLSI;KLSI-5;SA-KLSI-2019;Penggantian;;All equipment was exchange with new equipment;2019-09-06
52;KLSI;KLSI-5;D-KLSI-2019;Penggantian;;All equipment was exchange with new equipment;2019-09-06
53;KLSI;KLSI-5;ZZ-KLSI-2019;Penggantian;;All equipment was exchange with new equipment;2019-09-06
54;KLSI;KLSI-5;ZZ-KLSI-2019-2;Penggantian;;All equipment was exchange with new equipment;2019-09-06
55;KLSI;KLSI-5;ZZ-KLSI-2019-3;Penggantian;;All equipment was exchange with new equipment;2019-09-06
56;KLSI;KLSI-5;PB-KLSI-2019;Penggantian;;All equipment was exchange with new equipment;2019-09-06
57;KLSI;KLSI-5;CIS-KLSI-2019;Penggantian;;All equipment was exchange with new equipment;2019-09-06
58;KRSI;KRSI-1;SS-KRSI-2019;Penggantian;;00000;2019-11-10
59;KRSI;KRSI-1;SA-KRSI-2019;Penggantian;;00000;2019-11-10
60;KRSI;KRSI-1;D-KRSI-2019;Penggantian;;00000;2019-11-10
61;KRSI;KRSI-1;ZZ-KRSI-2019;Penggantian;;00000;2019-11-10
62;KRSI;KRSI-1;ZZ-KRSI-2019-2;Penggantian;;00000;2019-11-10
63;KRSI;KRSI-1;CIS-KRSI-2019;Penggantian;;00000;2019-11-10
64;KRSI;KRSI-1;ZZ-KRSI-2019-3;Penggantian;;00000;2019-11-10
65;KRSI;KRSI-1;PB-KRSI-2019;Penggantian;;00000;2019-11-10
66;KRSI;KRSI-1;ZZ-KRSI-2019-4;Penggantian;;00000;2019-11-10
67;KRSI;KRSI-2;COR-KRSI-2021;Penggantian;;L01;2021-06-28
68;KRSI;;COV-KRSI-2021;Penggantian;;00000;2021-06-29
69;KRSI;;;Lain-lain;;B05;2021-06-30
70;LBFI;LBFI-3;SS-LBFI-2012;Penggantian;;00000;2012-10-25
71;LBFI;LBFI-5;ZZ-LBFI-2014;Penggantian;;00000;2014-09-18
72;LBFI;LBFI-5;PB-LBFI-2014;Penggantian;;00000;2014-09-18
73;LBFI;LBFI-6;;Pembersihan;;00000;2016-02-25
74;LBFI;LBFI-7;SS-LBFI-2019;Penggantian;;00000;2019-08-20
75;LBFI;LBFI-7;SA-LBFI-2019;Penggantian;;00000;2019-08-20
76;LBFI;LBFI-7;D-LBFI-2019;Penggantian;;00000;2019-08-20
77;LBFI;LBFI-7;ZZ-LBFI-2019;Penggantian;;00000;2019-08-20
78;LBFI;LBFI-7;ZZ-LBFI-2019-2;Penggantian;;00000;2019-08-20
79;LBFI;LBFI-7;CIS-LBFI-2019;Penggantian;;00000;2019-08-20
80;LBFI;LBFI-7;ZZ-LBFI-2019-3;Penggantian;;00000;2019-08-20
81;LBFI;LBFI-7;ZZ-LBFI-2019-4;Penggantian;;00000;2019-08-20
82;LBFI;LBFI-7;PB-LBFI-2019;Penggantian;;00000;2019-08-20
83;LBFI;LBFI-8;;Lain-lain;;00000;2021-05-30
84;LBFI;LBFI-8;ZZ-LBFI-2021;Penggantian;;00000;2021-05-30
85;MMSI;MMSI-3;SS-MMSI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-11-09
86;MMSI;MMSI-3;SA-MMSI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-11-09
87;MMSI;MMSI-3;D-MMSI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-11-09
88;MMSI;MMSI-3;ZZ-MMSI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-11-09
89;MMSI;MMSI-3;ZZ-MMSI-2019-2;Penggantian;;All equipment was exchange with new equipment.;2019-11-09
90;MMSI;MMSI-3;CIS-MMSI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-11-09
91;MMSI;MMSI-3;COR-MMSI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-11-09
92;MMSI;MMSI-3;COT-MMSI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-11-09
93;MMSI;MMSI-3;ZZ-MMSI-2019-3;Penggantian;;All equipment was exchange with new equipment.;2019-11-09
94;MMSI;MMSI-3;PB-MMSI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-11-09
95;MMSI;MMSI-3;ZZ-MMSI-2019-4;Penggantian;;All equipment was exchange with new equipment.;2019-11-09
96;MWPI;MWPI-1;;Perbaikan;;Shelter bocor, menyebabkan rembesan air masuk ke bagian dalam shelter;2012-05-07
97;MWPI;MWPI-2;;Perbaikan;;Shelter bocor, menyebabkan rembesan air masuk kedalam shelter;2013-05-29
98;MWPI;MWPI-3;PB-MWPI-2014;Penggantian;;Baterai sudah tidak beroperasi dengan baik (drop);2014-07-12
99;MWPI;MWPI-3;D-MWPI-2014;Penggantian;;Digitizer untuk broadband bermasalah (error);2014-07-12
100;MWPI;MWPI-6;SS-MWPI-2019;Penggantian;;All equipment was exchange with new equipment;2019-11-19
101;MWPI;MWPI-6;SA-MWPI-2019;Penggantian;;All equipment was exchange with new equipment;2019-11-19
102;MWPI;MWPI-6;D-MWPI-2019;Penggantian;;All equipment was exchange with new equipment;2019-11-19
103;MWPI;MWPI-6;ZZ-MWPI-2019;Penggantian;;All equipment was exchange with new equipment;2019-11-19
104;MWPI;MWPI-6;ZZ-MWPI-2019-2;Penggantian;;All equipment was exchange with new equipment;2019-11-19
105;MWPI;MWPI-6;COT-MWPI-2019;Penggantian;;All equipment was exchange with new equipment;2019-11-19
106;MWPI;MWPI-6;COR-MWPI-2019;Penggantian;;All equipment was exchange with new equipment;2019-11-19
107;MWPI;MWPI-6;ZZ-MWPI-2019-3;Penggantian;;All equipment was exchange with new equipment;2019-11-19
108;MWPI;MWPI-6;ZZ-MWPI-2019-4;Penggantian;;All equipment was exchange with new equipment;2019-11-19
109;MWPI;MWPI-6;PB-MWPI-2019;Penggantian;;All equipment was exchange with new equipment;2019-11-19
110;MWPI;MWPI-7;;Lain-lain;;Site MWPI sering terjadi offine, saat tiba di lokasi dan melakukan pengecekan perangkat power, pengukuran pada Solar Controller 24V hanya 1V lebih sehingga sistem komunikasi padam .;2021-06-22
111;MWPI;MWPI-7;SS-MWPI-2021;Penggantian;;Diketahui chanel UD / Z pada Seismometer tidak dapat menangkap gelombang;2021-06-22
112;MWPI;MWPI-10;COR-MWPI-2021;Penggantian;;LNB berfungsi kurang baik;2021-11-28
113;MWPI;MWPI-10;COT-MWPI-2021;Penggantian;;BUC/SSPB Berfungsi Kurang Baik;2021-11-28
114;MWPI;MWPI-10;ZZ-MWPI-2021;Penggantian;;Diketahui Modem yang Terpasang (IQ dekstop)berfungsi Kurang maksimal;2021-11-28
115;RONI;RONI-2;;Lain-lain;;00000;2021-05-02
116;TNGI;TNGI-3;ZZ-TNGI-2013;Penggantian;;Modem terbakar terkena kencing binatang;2013-02-22
117;TNGI;TNGI-3;COT-TNGI-2013;Penggantian;;Tidak dapat mengirimkan data;2013-02-22
118;TNGI;TNGI-4;D-TNGI-2014;Penggantian;;Digitizer rusak;2014-08-14
119;TNGI;TNGI-4;PB-TNGI-2014;Penggantian;;Baterai dalam kondisi drop;2014-08-14
120;TNGI;TNGI-5;SS-TNGI-2019;Penggantian;;new device from China;2019-07-01
121;TNGI;TNGI-5;D-TNGI-2019;Penggantian;;new device from China;2019-07-01
122;TNGI;TNGI-5;ZZ-TNGI-2019;Penggantian;;new device from China;2019-07-01
123;TNGI;TNGI-5;PB-TNGI-2019;Penggantian;;new device from China;2019-07-01
124;TNGI;TNGI-5;CIS-TNGI-2019;Penggantian;;new device from China;2019-07-01
125;TNGI;TNGI-5;ZZ-TNGI-2019-2;Penggantian;;new device from China;2019-07-01
126;TPTI;TPTI-2;;Perbaikan;;Shelter di sekitar sensor dan alat dalam keadaan bocor;2013-04-04
127;TPTI;TPTI-3;PB-TPTI-2014;Penggantian;;Baterai drop;2014-08-28
128;TPTI;TPTI-4;SS-TPTI-2019;Penggantian;;All equipment was exchange with new equipment;2019-11-01
129;TPTI;TPTI-4;SA-TPTI-2019;Penggantian;;All equipment was exchange with new equipment;2019-11-01
130;TPTI;TPTI-4;D-TPTI-2019;Penggantian;;All equipment was exchange with new equipment;2019-11-01
131;TPTI;TPTI-4;ZZ-TPTI-2019;Penggantian;;All equipment was exchange with new equipment;2019-11-01
132;TPTI;TPTI-4;ZZ-TPTI-2019-2;Penggantian;;All equipment was exchange with new equipment;2019-11-01
133;TPTI;TPTI-4;COR-TPTI-2019;Penggantian;;All equipment was exchange with new equipment;2019-11-01
134;TPTI;TPTI-4;COT-TPTI-2019;Penggantian;;All equipment was exchange with new equipment;2019-11-01
135;TPTI;TPTI-4;ZZ-TPTI-2019-3;Penggantian;;All equipment was exchange with new equipment;2019-11-01
136;TPTI;TPTI-4;ZZ-TPTI-2019-4;Penggantian;;All equipment was exchange with new equipment;2019-11-01
137;TPTI;TPTI-4;PB-TPTI-2019;Penggantian;;All equipment was exchange with new equipment;2019-11-01
138;TPTI;;;Lain-lain;;Stasiun TPTI Offline, data tidak terkirim ke pusat.;2021-04-28
139;TPTI;;;Lain-lain;;-;2021-04-29
140;TPTI;;;Perbaikan;;Kualitas sinyal data TPTI tidak stabil;2021-04-30
141;TPTI;;;Lain-lain;;-;2021-04-30
142;YOGI;YOGI-5;D-YOGI-2014;Penggantian;;Digitizer Broadband bermasalah;2014-07-05
143;YOGI;YOGI-5;PB-YOGI-2014;Penggantian;;baterai bermasalah;2014-07-05
144;YOGI;YOGI-5;ZZ-YOGI-2014;Penggantian;;Antenna GPS untuk Digitizer EDAS Accelero bermasalah;2014-07-05
145;YOGI;YOGI-6;SS-YOGI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-06-25
146;YOGI;YOGI-6;SA-YOGI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-06-25
147;YOGI;YOGI-6;D-YOGI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-06-25
148;YOGI;YOGI-6;ZZ-YOGI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-06-25
149;YOGI;YOGI-6;PB-YOGI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-06-25
150;YOGI;YOGI-6;CIS-YOGI-2019;Penggantian;;All equipment was exchange with new equipment.;2019-06-25
151;YOGI;YOGI-6;ZZ-YOGI-2019-2;Penggantian;;All equipment was exchange with new equipment.;2019-06-25
152;YOGI;YOGI-7;;Perbaikan;;Tidak ada Topologi jaringan;2021-09-11
153;BATI;BATI-3;PB-BATI-2013;Penggantian;;Baterai Digitizer (4 Unit) butuh diganti;2013-12-06
154;BATI;BATI-3;;Lain-lain;;Dibutuhkan Instalasi kabel listrik baru untuk power Europa;2013-12-06
155;BATI;BATI-4;ZZ-BATI-2014;Penggantian;;Prostar 2 unit bermasalah;2014-04-28
156;BATI;BATI-4;COT-BATI-2014;Penggantian;;SSPB bermasalah;2014-04-28
157;BATI;BATI-4;;Perbaikan;;Diperlukan reposisi solar panel;2014-04-28
158;BATI;BATI-4;;Lain-lain;;Pintu Aki perlu dilas dan tiang solar panel perlu dicat;2014-04-28
159;BATI;BATI-5;PB-BATI-2014;Penggantian;;Baterai Drop;2014-11-23
160;BATI;BATI-6;PB-BATI-2015;Penggantian;;Baterai drop;2015-09-05
161;BATI;BATI-6;;Lain-lain;;Listrik yang mensuplay charger aki sering mati, kalo sering tidak ter charge baterainya maka digitizer akan mati;2015-09-05
162;BATI;BATI-6;;Lain-lain;;charger tidak ada timernya, jadi selalu me-charge baterai selama 24 jam terus menerus;2015-09-05
163;BATI;BATI-7;;Pembersihan;;Kondisi peralatan mati disebabkan karena arus pendek pada rangkaian lampu penerangan, sehingga menyebabkan MCB pada meteran dan panel di gedung genset turun. Hal ini menyebabkan supply daya pada battery mengalami gangguan.;2016-01-21
164;BATI;BATI-8;ZZ-BATI-2017;Penggantian;;jelaskan sejarah masalah;2017-08-19
165;BATI;BATI-9;;Lain-lain;;Mainboard gps tidak bisa lock;2018-03-10
166;BATI;BATI-9;ZZ-BATI-2018;Penggantian;;Gps 5Volt tidak bisa ngelock;2018-03-10
167;BATI;BATI-10;ZZ-BATI-2020;Penggantian;;Pergantian boardgps uropa;2020-10-24
168;BATI;BATI-11;;Perbaikan;;Posisi Arah Dish Antena berubah karena Badai Seroja;2021-06-25
169;BATI;BATI-11;ZZ-BATI-2021;Penggantian;;Kabel BUC rusak, sehingga tidak bisa transmit;2021-06-25
170;BATI;BATI-12;PB-BATI-2021;Penggantian;;Batterai lama sudah drop dan menggelembung.;2021-11-12
171;BATI;BATI-12;COR-BATI-2021;Penggantian;;LNB Sudah lemah;2021-11-12
172;BATI;BATI-12;ZZ-BATI-2021-2;Penggantian;;Konektor RG6 Pada kabel LNB kendur;2021-11-12
173;BATI;BATI-12;PB-BATI-2021-2;Penggantian;;Batterai lama sudah drop dan menggelembung;2021-11-12
174;BATI;BATI-12;COR-BATI-2021-2;Penggantian;;LNB Sudah lemah;2021-11-12
175;BATI;BATI-12;ZZ-BATI-2021-3;Penggantian;;Konektor RG6 Pada kabel LNB kendur;2021-11-12
176;JAY;JAY-3;COT-JAY-2013;Penggantian;;SSPB tidak bisa transmit;2013-09-30
177;JAY;JAY-3;ZZ-JAY-2013;Penggantian;;Modem Cygnus criticall high;2013-09-30
178;JAY;JAY-4;COT-JAY-2014;Penggantian;;SSPB harus diganti secara administrativ;2014-03-25
179;JAY;;PB-JAY-2015;Penggantian;;Battery drop dan Surger Arester rusak;2015-08-26
180;JAY;;ZZ-JAY-2016;Penggantian;;modem cygnus criticaly high;2016-12-06
181;JAY;;ZZ-JAY-2016-2;Penggantian;;charger lama sudah tidak bisa melakukan pengisian daya ke baterai;2016-12-06
182;JAY;JAY-7;PB-JAY-2017;Penggantian;;jelaskan sejarah masalah;2017-04-21
183;JAY;JAY-8;ZZ-JAY-2018;Penggantian;;Upgrade libra I ke Libra II;2018-03-16
184;JAY;JAY-8;ZZ-JAY-2018-2;Penggantian;;Upgrade libra I ke libra II;2018-03-16
185;JAY;JAY-8;COV-JAY-2018;Penggantian;;Membran feedhorn rusak;2018-03-16
186;JAY;JAY-8;COV-JAY-2018-2;Penggantian;;Disk antena rusak;2018-03-16
187;JAY;JAY-8;ZZ-JAY-2018-3;Penggantian;;solar panel lama hilang dicuri;2018-03-16
188;JAY;JAY-9;GPB-JAY-2020;Penggantian;;board GPS sudah waktunya diganti;2020-11-03
189;JAY;JAY-10;PB-JAY-2021;Penggantian;;Battery Drop;2021-05-01
190;JAY;JAY-11;PB-JAY-2021-2;Penggantian;;Baterai sudah drop;2021-11-22
191;KAPI;KAPI-1;ZZ-KAPI-2013;Penggantian;;VSAT modem mati;2013-06-28
192;KAPI;KAPI-2;;Lain-lain;;Solar controller tidak charging dengan baik;2014-12-14
193;KAPI;KAPI-3;PB-KAPI-2015;Penggantian;;Baterai drop;2015-12-08
194;LEM;LEM-2;ZZ-LEM-2013;Penggantian;;Cygnus bermasalah;2013-03-28
195;LEM;LEM-6;PB-LEM-2015;Penggantian;;Baterai drop;2015-12-30
196;LEM;LEM-7;PB-LEM-2017;Penggantian;;jelaskan sejarah masalah;2017-05-24
197;LEM;LEM-8;PB-LEM-2021;Penggantian;;Baterai Modem Drop, dan mati malam;2021-04-11
198;LEM;LEM-8;ZZ-LEM-2021;Penggantian;;Solar Controller Sun Saver rusak, tidak ada output voltase di load;2021-04-11
199;PSI;PSI-1;D-PSI-2012;Penggantian;;Digitizer Europa bermasalah;2012-04-02
200;PSI;PSI-1;ZZ-PSI-2012;Penggantian;;Switch Hub bermasalah;2012-04-02
201;PSI;PSI-1;;Lain-lain;;Dibutuhkan penambahan Baterai;2012-04-02
202;PSI;PSI-2;PB-PSI-2012;Penggantian;;Baterai sudah tidak bagus;2012-04-10
203;PSI;PSI-3;ZZ-PSI-2012-2;Penggantian;;Regulator Bermasalah;2012-05-10
204;PSI;PSI-4;ZZ-PSI-2013;Penggantian;;Nanometrics Cygnus bermasalah;2013-03-28
205;PSI;PSI-6;;Lain-lain;;Solar Panel terhalang dan tidak mendapatkan sinar matahari dengan maksimal;2014-04-26
206;PSI;PSI-7;PB-PSI-2015;Penggantian;;Baterai drop dan gembung;2015-09-23
207;PSI;PSI-7;SS-PSI-2015;Penggantian;;sensor tidak bisa di centering, sehingga sinyal BHE rusak, rmsnya tidak normal, dan hasil spektrumnya jelek;2015-09-23
208;PSI;PSI-7;ZZ-PSI-2015;Penggantian;;Prostar pada Solar Controller tidak bisa charging baterai, padahal baterainya baru;2015-09-23
209;PSI;PSI-7;;Lain-lain;;Pemasangan komputer baru milik CTBTO;2015-09-23
210;PSI;PSI-7;;Lain-lain;;Pemasangan UPS baru untuk komputer baru milik CTBTO;2015-09-23
211;PSI;PSI-7;;Lain-lain;;Pemasangan KVM baru untuk komputer baru milik CTBTO;2015-09-23
212;PSI;PSI-8;ZZ-PSI-2018;Penggantian;;Upgrading dari cygnus ke cygnus 205;2018-11-17
213;PSI;PSI-8;D-PSI-2018;Penggantian;;Europa tidak terdeteksi;2018-11-17
214;PSI;PSI-8;COT-PSI-2018;Penggantian;;Sspb tidak transmit;2018-11-17
215;PSI;PSI-8;COR-PSI-2018;Penggantian;;Lnb tidak received;2018-11-17
216;PSI;PSI-8;ZZ-PSI-2018-2;Penggantian;;Upgrading;2018-11-17
217;PSI;PSI-8;PB-PSI-2018;Penggantian;;Baterai mulai drop;2018-11-17
218;PSI;PSI-9;PB-PSI-2020;Penggantian;;Kondisi baterai drop;2020-11-17
219;PSI;PSI-9;COF-PSI-2020;Penggantian;;Feedhorn sobek;2020-11-17
220;PSI;PSI-10;ZZ-PSI-2021;Penggantian;;Kabel ethernet modem ke digitizer bermasalah;2021-09-08
221;PSI;PSI-10;;Lain-lain;;Kondisi tiang antena terlalu di pinggir gedung kantor lama;2021-09-08
222;SIJI;SIJI-1;ZZ-SIJI-2012;Penggantian;;Nanometrics Cygnus bermasalah;2012-04-13
223;SIJI;SIJI-2;ZZ-SIJI-2013;Penggantian;;GPS bermasalah;2013-10-12
224;SIJI;SIJI-3;PB-SIJI-2014;Penggantian;;Baterai NOK;2014-03-14
225;SIJI;SIJI-4;ZZ-SIJI-2014;Penggantian;;Solar Panel (3) lama rusak akibat terendam;2014-11-30
226;SIJI;SIJI-4;;Lain-lain;;Perbaikan atau restorasi 5 unit solar Panel BP350J;2014-11-30
227;SIJI;SIJI-4;;Lain-lain;;Dengan Braket yang lama Solar Panel Terendam Air;2014-11-30
228;SIJI;SIJI-4;;Lain-lain;;Instalasi kabel lama NOK;2014-11-30
229;SIJI;SIJI-6;ZZ-SIJI-2019;Penggantian;;Upgrade dari cygnus libra generasi 1 ke 2;2019-12-20
230;SIJI;SIJI-6;ZZ-SIJI-2019-2;Penggantian;;Upgrade dari Bullet-GPS-Antenna-5V ke Bullet-GPS-Antenna-3V;2019-12-20
231;SIJI;SIJI-6;ZZ-SIJI-2019-3;Penggantian;;Kabel LNB dipotong dan dicuri;2019-12-20
232;SIJI;SIJI-6;ZZ-SIJI-2019-4;Penggantian;;Kabel BUC dipotong dan dicuri;2019-12-20
233;SIJI;SIJI-6;PB-SIJI-2019;Penggantian;;Baterai drop karena tidak di charge;2019-12-20
234;SIJI;SIJI-6;ZZ-SIJI-2019-5;Penggantian;;Kabel Power Cygnus dipotong dan dicuri;2019-12-20
235;SIJI;SIJI-8;COT-SIJI-2021;Penggantian;;SSPB tidak bisa transmit;2021-12-20
236;AAI;AAI-1;PB-AAI-2011;Penggantian;;baterai di stasiun perlu diganti;2011-07-15
237;AAI;AAI-2;COT-AAI-2012;Penggantian;;SSPB rusak;2012-09-13
238;AAI;AAI-3;ZZ-AAI-2013;Penggantian;;Antenna GPS rusak;2013-06-14
239;AAI;AAI-5;D-AAI-2015;Penggantian;;Digitizer Broadband tidak terdeteksi;2015-11-16
240;AAI;AAI-5;PB-AAI-2015;Penggantian;;Battery Gembung;2015-11-16
241;AAI;;;Perbaikan;;atap bocor;2016-02-22
242;AAI;AAI-6;ZZ-AAI-2018;Penggantian;;Cygnus mati;2018-08-12
243;AAI;AAI-6;D-AAI-2018;Penggantian;;Trident tidak detect di cygnus;2018-08-12
244;AAI;AAI-6;D-AAI-2018-2;Penggantian;;Trident tidak detect di cygnus;2018-08-12
245;AAI;AAI-6;ZZ-AAI-2018-2;Penggantian;;Kabel NMX 35 m dan 5 m sudah tidak bagus;2018-08-12
246;AAI;AAI-7;ZZ-AAI-2019;Penggantian;;GPS Board akan mengalami masa Expired.;2019-09-02
247;AAI;AAI-7;COT-AAI-2019;Penggantian;;BUC Rusak.;2019-09-02
248;AAI;AAI-7;COR-AAI-2019;Penggantian;;LNB Rusak;2019-09-02
249;AAI;AAI-7;ZZ-AAI-2019-2;Penggantian;;GPS Rusak.;2019-09-02
250;AAI;AAI-8;;Perbaikan;;Pindah Satelit;2020-06-08
251;AAI;AAI-9;SS-AAI-2021;Penggantian;;Upgrading;2021-11-15
252;AAI;AAI-9;ZZ-AAI-2021;Penggantian;;Upgrading;2021-11-15
253;AAI;AAI-9;ZZ-AAI-2021-2;Penggantian;;Upgrading;2021-11-15
254;AAI;AAI-9;COT-AAI-2021;Penggantian;;Upgrading;2021-11-15
255;AAI;AAI-9;ZZ-AAI-2021-3;Penggantian;;Upgrading;2021-11-15
256;AAI;AAI-9;ZZ-AAI-2021-4;Penggantian;;Upgrading;2021-11-15
257;AAI;AAI-9;PB-AAI-2021;Penggantian;;Upgrading;2021-11-15
258;ABJI;ABJI-1;ZZ-ABJI-2014;Penggantian;;Board Transmiter rusak;2014-07-18
259;ABJI;ABJI-1;;Pembersihan;;Regulator tidak bisa mengisi battery;2014-07-18
260;ABJI;ABJI-1;COT-ABJI-2014;Penggantian;;Tidak bisa Transmit;2014-07-18
261;ABJI;ABJI-1;PB-ABJI-2014;Penggantian;;baterai sudah drop;2014-07-18
262;ABJI;ABJI-2;SS-ABJI-2014;Penggantian;;Pergantian yang di minta oleh BINOP;2014-12-01
263;ABJI;ABJI-3;PB-ABJI-2015;Penggantian;;Baterai drop;2015-08-31
264;ABJI;ABJI-4;ZZ-ABJI-2018;Penggantian;;CF memory tidak bisa terbaca atau rusak;2018-09-29
265;ABJI;ABJI-5;ZZ-ABJI-2019;Penggantian;;Cf tidak terbaca cygnus;2019-08-27
266;ABJI;ABJI-5;PB-ABJI-2019;Penggantian;;Kondisi baterai sudah ada yang drop;2019-08-27
