id;station_code;maintenance_id;equipment_id;work_type;usage;description;maintenance_date
1688;SMKI;SMKI-4;PB-SMKI-2015;Penggantian;;Baterai Drop;2015-10-29
1689;SMKI;SMKI-4;COT-SMKI-2015;Penggantian;;Transmite bermasalah;2015-10-29
1690;SMKI;SMKI-4;D-SMKI-2015;Penggantian;;Noise berpola;2015-10-29
1691;SMKI;;PB-SMKI-2015-2;Penggantian;;baterai drop;2015-11-01
1692;SMKI;SMKI-6;PB-SMKI-2017;Penggantian;;Baterai drop;2017-04-17
1693;SMKI;SMKI-7;ZZ-SMKI-2018;Penggantian;;Regulator rusak tidak bisa charge baterai;2018-07-28
1694;SMKI;SMKI-7;D-SMKI-2018;Penggantian;;Digitizer Acceloro chanel ACE rusak;2018-07-28
1695;SMKI;SMKI-7;PB-SMKI-2018;Penggantian;;Baterai rusak;2018-07-28
1696;SMKI;SMKI-8;ZZ-SMKI-2019;Penggantian;;Board GPS rusak;2019-09-24
1697;SMKI;SMKI-8;COT-SMKI-2019;Penggantian;;BUC tidak bisa transmite;2019-09-24
1698;SMKI;SMKI-8;COR-SMKI-2019;Penggantian;;LNB tidak bisa received;2019-09-24
1699;SMKI;SMKI-9;COR-SMKI-2020;Penggantian;;LNB tidak bisa receive.;2020-09-17
1700;SMKI;SMKI-10;SS-SMKI-2021;Penggantian;;Upgrade;2021-10-22
1701;SMKI;SMKI-10;D-SMKI-2021;Penggantian;;Upgrade;2021-10-22
1702;SMKI;SMKI-10;ZZ-SMKI-2021;Penggantian;;Upgrade;2021-10-22
1703;SMKI;SMKI-10;COT-SMKI-2021;Penggantian;;Upgrade;2021-10-22
1704;SMKI;SMKI-10;ZZ-SMKI-2021-2;Penggantian;;Upgrade;2021-10-22
1705;SMKI;SMKI-10;ZZ-SMKI-2021-3;Penggantian;;Upgrade;2021-10-22
1706;SMKI;SMKI-10;PB-SMKI-2021;Penggantian;;Baterai drop;2021-10-22
1707;SMPI;SMPI-3;ZZ-SMPI-2012;Penggantian;;Solar cells hilang;2012-09-06
1708;SMPI;SMPI-3;;Pembersihan;;SSPB mati tidak bisa menyala;2012-09-06
1709;SMPI;SMPI-3;ZZ-SMPI-2012-2;Penggantian;;Regulator hilang;2012-09-06
1710;SMPI;SMPI-4;ZZ-SMPI-2013;Penggantian;;Modem cygnus Criticaly high;2013-10-01
1711;SMPI;SMPI-5;SS-SMPI-2014;Penggantian;;Signal sensor berpola;2014-03-22
1712;SMPI;SMPI-5;SA-SMPI-2014;Penggantian;;RMS sensor besar;2014-03-22
1713;SMPI;SMPI-5;D-SMPI-2014;Penggantian;;Digitizer Sesmometer bermasalah Rms besar;2014-03-22
1714;SMPI;SMPI-5;D-SMPI-2014-2;Penggantian;;Rms Digitizer acc besar;2014-03-22
1715;SMPI;SMPI-5;ZZ-SMPI-2014;Penggantian;;Status No Lock;2014-03-22
1716;SMPI;SMPI-6;PB-SMPI-2015;Penggantian;;Baterai Drop;2015-09-07
1717;SMPI;SMPI-6;ZZ-SMPI-2015;Penggantian;;cygnus critically high;2015-09-07
1718;SMPI;SMPI-7;ZZ-SMPI-2018;Penggantian;;Ethernet board pada cygnus rusak;2018-04-06
1719;SMPI;SMPI-7;PB-SMPI-2018;Penggantian;;Baterai lama drop;2018-04-06
1720;SMPI;SMPI-7;ZZ-SMPI-2018-2;Penggantian;;Regulator sudah tidak bisa mencharger;2018-04-06
1721;SMPI;SMPI-7;D-SMPI-2018;Penggantian;;Sinyal putus - putus;2018-04-06
1722;SMPI;SMPI-8;ZZ-SMPI-2018-3;Penggantian;;Modem cygnus mengalami critically high;2018-12-16
1723;SMPI;SMPI-9;SS-SMPI-2019;Penggantian;;upgrading libra 1 to libra 2;2019-11-21
1724;SMPI;SMPI-9;SA-SMPI-2019;Penggantian;;Upgrading libra 1 to libra 2;2019-11-21
1725;SMPI;SMPI-9;ZZ-SMPI-2019;Penggantian;;upgrading libra 1 to libra 2;2019-11-21
1726;SMPI;SMPI-9;D-SMPI-2019;Penggantian;;upgrading libra 1 to libra 2;2019-11-21
1727;SMPI;SMPI-9;ZZ-SMPI-2019-2;Penggantian;;upgrading libra 1 to libra 2;2019-11-21
1728;SMPI;SMPI-10;PB-SMPI-2020;Penggantian;;Semua baterai drop;2020-11-05
1729;SMPI;SMPI-11;COF-SMPI-2021;Penggantian;;Feedhorn rusak;2021-04-11
1730;SMPI;SMPI-11;;Perbaikan;;Atap Shelter bocor;2021-04-11
1731;SMPI;SMPI-11;;Perbaikan;;Lingkungan dalam dan luar Shelter kotor;2021-04-11
1732;SMPI;SMPI-11;;Perbaikan;;Gembok pagar tidak ada;2021-04-11
1733;SMSI;SMSI-1;ZZ-SMSI-2012;Penggantian;;Upgrading;2012-06-01
1734;SMSI;SMSI-1;D-SMSI-2012;Penggantian;;Upgrading;2012-06-01
1735;SMSI;SMSI-1;D-SMSI-2012-2;Penggantian;;Upgrading;2012-06-01
1736;SMSI;SMSI-1;ZZ-SMSI-2012-2;Penggantian;;Upgrade;2012-06-01
1737;SMSI;SMSI-4;COT-SMSI-2014;Penggantian;;Upgrading;2014-11-08
1738;SMSI;SMSI-4;ZZ-SMSI-2014;Penggantian;;Regulator sudah tidak dapat Charging baterai dengan baik;2014-11-08
1739;SMSI;SMSI-4;PB-SMSI-2014;Penggantian;;Baterai drop;2014-11-08
1740;SMSI;SMSI-5;ZZ-SMSI-2015;Penggantian;;Board GPS rusak;2015-11-09
1741;SMSI;SMSI-5;PB-SMSI-2015;Penggantian;;Baterai Drop;2015-11-09
1742;SMSI;SMSI-6;;Lain-lain;;Kondisi Modem Transceiver Cygnus beroperasi tidak normal. LED Modem Cygnus: STATUS (merah blinking), RF (hijau blinking), dan SAT LINK (hijau blinking).;2016-02-17
1743;SMSI;;D-SMSI-2016;Penggantian;;Noise trident terdapat spike;2016-06-16
1744;SMSI;SMSI-7;ZZ-SMSI-2016;Penggantian;;Modem sering mengalami restart sehingga kedua trident tidak terdetect;2016-06-17
1745;SMSI;SMSI-7;D-SMSI-2016-2;Penggantian;;terdapat sedikit spike pada noise;2016-06-17
1746;SMSI;SMSI-8;PB-SMSI-2020;Penggantian;;Batterai Drop;2020-10-23
1747;SMSI;SMSI-8;COT-SMSI-2020;Penggantian;;BUC Tidak Transmit;2020-10-23
1748;SMSI;SMSI-8;COR-SMSI-2020;Penggantian;;LNB Tidak Recieve;2020-10-23
1749;SMSI;SMSI-8;ZZ-SMSI-2020;Penggantian;;GPS Mati;2020-10-23
1750;SMSI;SMSI-8;ZZ-SMSI-2020-2;Penggantian;;Cygnus Error;2020-10-23
1751;SMSI;SMSI-8;D-SMSI-2020;Penggantian;;Cygnus210 tidak bisa menggunakan Trident305 (BB);2020-10-23
1752;SMSI;SMSI-8;D-SMSI-2020-2;Penggantian;;Cygnus210 tidak bisa menggunakan Trident305 (ACC);2020-10-23
1753;SMSI;SMSI-9;D-SMSI-2021;Penggantian;;GPS Centaur Belum Terpasang;2021-04-30
1754;SNSI;SNSI-1;ZZ-SNSI-2012;Penggantian;;VSAT Modem bermasalah;2012-06-26
1755;SNSI;SNSI-4;ZZ-SNSI-2014;Penggantian;;VSAT Modem bermasalah;2014-11-15
1756;SNSI;SNSI-5;PB-SNSI-2015;Penggantian;;Kondisi baterai sudah drop;2015-09-23
1757;SNSI;SNSI-6;SS-SNSI-2016;Penggantian;;signal sensor bbvs spike;2016-11-07
1758;SNSI;SNSI-6;SA-SNSI-2016;Penggantian;;signal sensor accelerometer RMS besar;2016-11-07
1759;SNSI;SNSI-6;D-SNSI-2016;Penggantian;;Digitiser Accelerometer rusak;2016-11-07
1760;SNSI;;PB-SNSI-2019;Penggantian;;Baterai Gelembung dan Drop;2019-09-06
1761;SNSI;;;Perbaikan;;Membran Feedhorn Bocor (rapuh) disentuh langsung bocor;2019-09-06
1762;SNSI;;COT-SNSI-2019;Penggantian;;Power SSPB lemah, saat Xpole tidak tampak power;2019-09-06
1763;SNSI;;COR-SNSI-2019;Penggantian;;LNB tidak bisa receive;2019-09-06
1764;SNSI;;ZZ-SNSI-2019;Penggantian;;GPS Board akan memasuki Time Limited;2019-09-06
1765;SNSI;SNSI-8;SS-SNSI-2021;Penggantian;;Upgrade sensor;2021-09-24
1766;SNSI;SNSI-8;D-SNSI-2021;Penggantian;;Upgrade;2021-09-24
1767;SNSI;SNSI-8;ZZ-SNSI-2021;Penggantian;;Upgrade Modem;2021-09-24
1768;SNSI;SNSI-8;COT-SNSI-2021;Penggantian;;Upgrade;2021-09-24
1769;SNSI;SNSI-8;ZZ-SNSI-2021-2;Penggantian;;Upgrade;2021-09-24
1770;SNSI;SNSI-8;ZZ-SNSI-2021-3;Penggantian;;Upgrade;2021-09-24
1771;SNSI;SNSI-8;PB-SNSI-2021;Penggantian;;Baterai Drop;2021-09-24
1772;SNSI;SNSI-9;;Lain-lain;;Konfigurasi modem idirect kembali ke konfigurasi default;2021-10-23
1773;SPSI;SPSI-1;;Pembersihan;;Sensor broadband rusak;2011-08-06
1774;SPSI;SPSI-1;PB-SPSI-2011;Penggantian;;Baterai drop;2011-08-06
1775;SPSI;SPSI-2;ZZ-SPSI-2012;Penggantian;;Upgrading libra II;2012-05-18
1776;SPSI;SPSI-2;D-SPSI-2012;Penggantian;;Upgrading libra II;2012-05-18
1777;SPSI;SPSI-2;ZZ-SPSI-2012-2;Penggantian;;Upgrading libra II;2012-05-18
1778;SPSI;SPSI-2;SS-SPSI-2012;Penggantian;;Sensor broadband rusak;2012-05-18
1779;SPSI;SPSI-5;PB-SPSI-2015;Penggantian;;Battery drop;2015-11-12
1780;SPSI;SPSI-5;ZZ-SPSI-2015;Penggantian;;GPS Cygnus coarse lock dan sering restart;2015-11-12
1781;SPSI;SPSI-5;ZZ-SPSI-2015-2;Penggantian;;CF Full, sehingga data tidak masuk;2015-11-12
1782;SPSI;SPSI-7;ZZ-SPSI-2018;Penggantian;;Administratif;2018-08-02
1783;SPSI;SPSI-7;COT-SPSI-2018;Penggantian;;Administratif;2018-08-02
1784;SPSI;SPSI-7;COR-SPSI-2018;Penggantian;;Administratif;2018-08-02
1785;SPSI;SPSI-7;ZZ-SPSI-2018-2;Penggantian;;Regulator tidak charging secara maksimal;2018-08-02
1786;SPSI;SPSI-8;PB-SPSI-2018;Penggantian;;Baterai drop;2018-09-20
1787;SPSI;SPSI-10;PB-SPSI-2021;Penggantian;;Baterai Drop;2021-11-26
1788;SRBI;SRBI-2;ZZ-SRBI-2013;Penggantian;;PREVENTIVE MAINTENANCE;2013-11-26
1789;SRBI;SRBI-3;PB-SRBI-2014;Penggantian;;Baterai drop;2014-11-08
1790;SRBI;SRBI-4;PB-SRBI-2015;Penggantian;;Baterai drop;2015-12-03
1791;SRBI;SRBI-7;PB-SRBI-2020;Penggantian;;Kondisi baterai drop;2020-12-02
1792;SRBI;SRBI-8;SS-SRBI-2021;Penggantian;;pergantian Trillium 120P Menjadi Guralp 3T 120;2021-10-19
1793;SRBI;SRBI-8;D-SRBI-2021;Penggantian;;Pergantian 2 Digitizer Trident menjadi 1 Minimus Plus;2021-10-19
1794;SRBI;SRBI-8;ZZ-SRBI-2021;Penggantian;;Pergantian cygnus libra 1 ke modem Idirect IQ Desktop;2021-10-19
1795;SRBI;SRBI-8;COV-SRBI-2021;Penggantian;;Penggantian BUC;2021-10-19
1796;SRBI;SRBI-8;ZZ-SRBI-2021-2;Penggantian;;Penggantian Solar Controller;2021-10-19
1797;SRBI;SRBI-8;ZZ-SRBI-2021-3;Penggantian;;Melakukan pergantian solar panel BP solar 10 unit ke solar werk 4 unit;2021-10-19
1798;SRBI;SRBI-8;PB-SRBI-2021;Penggantian;;melakukan pergantian baterai dari 6 unit 75A ke 4 unit 200A;2021-10-19
1799;SRPI;SRPI-4;PB-SRPI-2014;Penggantian;;--;2014-03-29
1800;SRPI;SRPI-4;ZZ-SRPI-2014;Penggantian;;--;2014-03-29
1801;SRPI;SRPI-4;D-SRPI-2014;Penggantian;;--;2014-03-29
1802;SRPI;SRPI-5;SS-SRPI-2015;Penggantian;;old BB sensor rusak;2015-09-12
1803;SRPI;SRPI-6;ZZ-SRPI-2018;Penggantian;;Adminsitrtiv;2018-12-10
1804;SRPI;SRPI-6;COT-SRPI-2018;Penggantian;;BUC rusak karena feedhorn penuh air;2018-12-10
1805;SRPI;SRPI-6;COR-SRPI-2018;Penggantian;;LNB tidak bsia recieve dengan baik;2018-12-10
1806;SRPI;SRPI-6;COF-SRPI-2018;Penggantian;;feedhorn terendam air;2018-12-10
1807;SRPI;SRPI-6;PB-SRPI-2018;Penggantian;;Baerai sudah drop;2018-12-10
1808;SRPI;SRPI-6;;Lain-lain;;Penambahan 2 keping solar panel;2018-12-10
1809;SRPI;SRPI-7;SS-SRPI-2019;Penggantian;;Upgrading (Seismometer);2019-11-14
1810;SRPI;SRPI-7;SA-SRPI-2019;Penggantian;;Upgrading (Accelerometer);2019-11-14
1811;SRPI;SRPI-7;D-SRPI-2019;Penggantian;;Upgrading (Digitizer Broadband & Accelerometer);2019-11-14
1812;SRPI;SRPI-7;ZZ-SRPI-2019;Penggantian;;Upgrading (GPS Antenna);2019-11-14
1813;SRPI;SRPI-7;ZZ-SRPI-2019-2;Penggantian;;Upgrading (Cygnus);2019-11-14
1814;SRPI;SRPI-8;COR-SRPI-2021;Penggantian;;Mati;2021-11-29
1815;SRPI;SRPI-8;;Penggantian;;Tidak dapat receive;2021-11-29
1816;SRPI;SRPI-8;;Lain-lain;;Baterai drop;2021-11-29
1817;SRSI;SRSI-2;PB-SRSI-2020;Penggantian;;PB03;2020-11-02
1818;SSKI;SSKI-2;D-SSKI-2018;Penggantian;;00000;2018-05-08
1819;SSKI;SSKI-2;D-SSKI-2018-2;Penggantian;;00000;2018-05-08
1820;SSKI;SSKI-3;ZZ-SSKI-2020;Penggantian;;00000;2020-08-24
1821;SSKI;SSKI-3;COT-SSKI-2020;Penggantian;;00000;2020-08-24
1822;SSKI;SSKI-3;PB-SSKI-2020;Penggantian;;00000;2020-08-24
1823;SSKI;SSKI-5;PB-SSKI-2021;Penggantian;;PB03;2021-10-14
1824;STKI;STKI-2;COT-STKI-2013;Penggantian;;SSPB tidak bisa transmit.;2013-07-09
1825;STKI;STKI-3;SS-STKI-2014;Penggantian;;Sensor broadband tidakterima triger.;2014-06-20
1826;STKI;STKI-3;PB-STKI-2014;Penggantian;;Usia pemakaian Kurang lebih 3 tahun. Power Drop, rata - rata tegangan dibawah 10V.;2014-06-20
1827;STKI;STKI-3;ZZ-STKI-2014;Penggantian;;Saat pengetesan noise trident broadband, channel BHN berbentuk spike dan RMS besar sekali.;2014-06-20
1828;STKI;STKI-3;;Perbaikan;;Peralatan seismic ada di dalam bunker. Tapi bunker itu udah lama bocor dan peralatannya udah berkorosi. Kita juga takut peralatan akan kena korsleting dan rusak. Staff BMKG juga udah tidak brani turun ke bunker karna takut kestrom.;2014-06-20
1829;STKI;STKI-3;D-STKI-2014;Penggantian;;Noice Trident Accelorometer berbentuk spike dan RMS besar sekali.;2014-06-20
1830;STKI;;PB-STKI-2017;Penggantian;;Baterai drop dikarenakan usia baterai sudah lama;2017-08-11
1831;STKI;;COF-STKI-2017;Penggantian;;membran feedhorn rusak sehingga (air penuh didalam feedhorn);2017-08-11
1832;STKI;;COR-STKI-2017;Penggantian;;Tidak bisa terima data dari jakarta (Radio modem tidak muncul carina Jakarta;2017-08-11
1833;STKI;;COT-STKI-2017;Penggantian;;Sudah tidak bisa mengirim data;2017-08-11
1834;STKI;STKI-6;;Lain-lain;;-Centering massa terlihat baik pada mode SP, namun tidak seimbang pada mode LP.;2018-03-09
1835;STKI;STKI-6;;Lain-lain;;-Kalibrasi gelombang sinus hanya dapat dilakukan pada mode SP, namun tidak dapat dilakukan pada mode LP:;2018-03-09
1836;STKI;STKI-8;ZZ-STKI-2019;Penggantian;;GPS board rusak;2019-05-23
1837;STKI;STKI-8;D-STKI-2019;Penggantian;;Trident RMS besar dan masposisition error;2019-05-23
1838;STKI;STKI-9;PB-STKI-2020;Penggantian;;Mengalami drop power;2020-09-08
1839;SWI;SWI-1;D-SWI-2012;Penggantian;;Digitizer perlu diganti;2012-04-10
1840;SWI;SWI-3;PB-SWI-2013;Penggantian;;baterai bermasalah;2013-10-04
1841;SWI;SWI-3;D-SWI-2013;Penggantian;;Digitizer accelerometer bermasalah;2013-10-04
1842;SWI;SWI-3;ZZ-SWI-2013;Penggantian;;VSAT Modem bermasalah;2013-10-04
1843;SWI;SWI-3;SA-SWI-2013;Penggantian;;Sensor acceleromter bermasalah;2013-10-04
1844;SWI;SWI-4;SS-SWI-2013;Penggantian;;Sensor BB bermasalah;2013-10-28
1845;SWI;SWI-6;ZZ-SWI-2014;Penggantian;;VSAT Modem bermasalah;2014-12-07
1846;SWI;SWI-8;PB-SWI-2015;Penggantian;;Baterai Drop;2015-11-16
1847;SWI;;COR-SWI-2017;Penggantian;;Sudah tidak bisa menerima data;2017-08-03
1848;SWI;;COT-SWI-2017;Penggantian;;SSPB sudah tidak bisa mengirim data;2017-08-03
1849;SWI;;PB-SWI-2017;Penggantian;;Baterai sudah lama dan drop;2017-08-03
1850;SWI;;ZZ-SWI-2017;Penggantian;;GPS sudah tidak bs lock lokasi (Status No lock);2017-08-03
1851;SWI;;COV-SWI-2017;Penggantian;;Membran feedhorn berembun dan masuk air;2017-08-03
1852;SWI;SWI-10;COT-SWI-2019;Penggantian;;Transmit lemah;2019-09-23
1853;SWI;SWI-10;COR-SWI-2019;Penggantian;;Tidak receive;2019-09-23
1854;SWI;SWI-10;ZZ-SWI-2019;Penggantian;;GPS board rusak;2019-09-23
1855;SWI;SWI-10;ZZ-SWI-2019-2;Penggantian;;Status No Lock;2019-09-23
1856;SWI;SWI-11;;Perbaikan;;Migrasi Satelit;2020-05-31
1857;SWI;SWI-12;SS-SWI-2021;Penggantian;;Upgrade;2021-10-09
1858;SWI;SWI-12;D-SWI-2021;Penggantian;;Upgrading;2021-10-09
1859;SWI;SWI-12;ZZ-SWI-2021;Penggantian;;Upgrading;2021-10-09
1860;SWI;SWI-12;COT-SWI-2021;Penggantian;;Upgrading;2021-10-09
1861;SWI;SWI-12;ZZ-SWI-2021-2;Penggantian;;Upgrading;2021-10-09
1862;SWI;SWI-12;ZZ-SWI-2021-3;Penggantian;;Upgrading;2021-10-09
1863;SWI;SWI-12;PB-SWI-2021;Penggantian;;Upgrading;2021-10-09
1864;SWJI;SWJI-2;ZZ-SWJI-2013;Penggantian;;Morningstar Prostar Solar Controller bermasalah;2013-03-06
1865;SWJI;SWJI-2;ZZ-SWJI-2013-2;Penggantian;;Kabel LNB bermasalah;2013-03-06
1866;SWJI;SWJI-4;ZZ-SWJI-2015;Penggantian;;tidak bisa cross poll;2015-05-01
1867;SWJI;SWJI-4;D-SWJI-2015;Penggantian;;Digitizer tidak terdeteksi;2015-05-01
1868;SWJI;SWJI-5;ZZ-SWJI-2016;Penggantian;;Cygnus tidak bisa menyala di karenakan terkena petir;2016-05-17
1869;SWJI;SWJI-5;D-SWJI-2016;Penggantian;;Trident 305 BB tidak bisa terdeteksi di karenakan terkena petir;2016-05-17
1870;SWJI;SWJI-5;ZZ-SWJI-2016-2;Penggantian;;Melakukan pergantian CF;2016-05-17
1871;SWJI;SWJI-6;;Perbaikan;;Cygnus tidak mau fine lock;2016-11-16
1872;SWJI;SWJI-8;ZZ-SWJI-2021;Penggantian;;Pergantian Sparepart;2021-09-15
1873;SWJI;SWJI-8;COR-SWJI-2021;Penggantian;;Pergantian Sparepart;2021-09-15
1874;SWJI;SWJI-8;PB-SWJI-2021;Penggantian;;Pergantian Sparepart;2021-09-15
1875;SWJI;SWJI-8;ZZ-SWJI-2021-2;Penggantian;;Pergantian Sparepart;2021-09-15
1876;SWJI;SWJI-8;;Penggantian;;Pergantian Sparepart;2021-09-15
1877;SWJI;SWJI-9;;Lain-lain;;Kabel LAN Kendor;2021-10-24
1878;SWJI;SWJI-10;ZZ-SWJI-2021-3;Penggantian;;Kabel Rusak;2021-11-24
1879;TBJI;TBJI-3;COT-TBJI-2014;Penggantian;;jelaskan sejarah masalah;2014-09-01
1880;TBJI;TBJI-3;SA-TBJI-2014;Penggantian;;jelaskan sejarah masalah;2014-09-01
1881;TBJI;TBJI-3;PB-TBJI-2014;Penggantian;;jelaskan sejarah masalah;2014-09-01
1882;TBJI;TBJI-4;ZZ-TBJI-2015;Penggantian;;GPS No lock, Memory Full, pada Timing GPS Init;2015-05-12
1883;TBJI;TBJI-5;PB-TBJI-2018;Penggantian;;Battery Drop;2018-09-26
1884;TBJI;TBJI-5;ZZ-TBJI-2018;Penggantian;;Cygnus Error;2018-09-26
1885;TBJI;TBJI-5;COR-TBJI-2018;Penggantian;;LNB Rusak;2018-09-26
1886;TBJI;TBJI-5;COT-TBJI-2018;Penggantian;;SSPB Rusak;2018-09-26
1887;TBJI;TBJI-5;ZZ-TBJI-2018-2;Penggantian;;Kabel SSPB Rusak;2018-09-26
1888;TBJI;TBJI-6;PB-TBJI-2020;Penggantian;;Batterai drop;2020-10-28
1889;TBJI;TBJI-8;ZZ-TBJI-2021;Penggantian;;GPS No Lock Kabel GPS Terkelupas;2021-12-17
1890;TBJI;TBJI-8;D-TBJI-2021;Penggantian;;RMS Digitizer Accelero Besar;2021-12-17
1891;TDNI;TDNI-2;ZZ-TDNI-2019;Penggantian;;00000;2019-11-04
1892;TDNI;TDNI-2;COT-TDNI-2019;Penggantian;;00000;2019-11-04
1893;TDNI;TDNI-3;ZZ-TDNI-2020;Penggantian;;CC201;2020-12-16
1894;TDNI;TDNI-3;COT-TDNI-2020;Penggantian;;CS01;2020-12-16
1895;TDNI;TDNI-3;COR-TDNI-2020;Penggantian;;CL01;2020-12-16
1896;TDNI;TDNI-3;PB-TDNI-2020;Penggantian;;PB01;2020-12-16
1897;TDNI;TDNI-4;COF-TDNI-2021;Penggantian;;C01;2021-04-06
1898;TDNI;TDNI-4;ZZ-TDNI-2021;Penggantian;;-;2021-04-06
1899;TDNI;TDNI-6;;Lain-lain;;00000;2021-12-23
1900;TDNI;TDNI-8;ZZ-TDNI-2023;Penggantian;;00000;2023-01-13
1901;TMSI;TMSI-1;ZZ-TMSI-2014;Penggantian;;GPS Coarse Lock pada Cygnus;2014-10-22
1902;TMSI;TMSI-1;D-TMSI-2014;Penggantian;;Sinyal ACN tidak muncul dan ACZ kotak kotak;2014-10-22
1903;TMSI;TMSI-2;PB-TMSI-2015;Penggantian;;Baterai drop;2015-09-07
1904;TMSI;TMSI-4;COV-TMSI-2021;Penggantian;;Baterai Drop;2021-04-26
1905;TMSI;TMSI-4;;Penggantian;;GPS Rusak;2021-04-26
1906;TPRI;TPRI-1;;Lain-lain;;Penambahan Solar Panel 2 Unit;2012-07-18
1907;TPRI;TPRI-4;PB-TPRI-2015;Penggantian;;Battery Drop;2015-12-14
1908;TPRI;TPRI-4;COR-TPRI-2015;Penggantian;;Konektor LNB Rusak/lepas;2015-12-14
1909;TPRI;TPRI-4;COT-TPRI-2015;Penggantian;;Administrative;2015-12-14
1910;TPRI;TPRI-4;ZZ-TPRI-2015;Penggantian;;Administrative;2015-12-14
1911;TPRI;TPRI-4;D-TPRI-2015;Penggantian;;Trident Broadband tidak terdeteksi di cygnus;2015-12-14
1912;TPRI;TPRI-4;D-TPRI-2015-2;Penggantian;;Trident Digitizer Accelorometer tidak terdeteksi di cygnus;2015-12-14
1913;TPRI;TPRI-5;SS-TPRI-2016;Penggantian;;Kondisi signal sensor spike;2016-09-17
1914;TPRI;TPRI-5;SA-TPRI-2016;Penggantian;;Kondisi sensor tidak bisa respon trigger;2016-09-17
1915;TPRI;TPRI-5;D-TPRI-2016;Penggantian;;Digitizer Accelerometer RMS besar;2016-09-17
1916;TPRI;TPRI-7;ZZ-TPRI-2019;Penggantian;;Wajib melalukan pergantian GPS board;2019-07-17
1917;TPRI;TPRI-7;PB-TPRI-2019;Penggantian;;Baterai drop menyababkan lokasi mati malam;2019-07-17
1918;TPRI;TPRI-8;SS-TPRI-2019;Penggantian;;Pergantian Sensor Broadband;2019-11-17
1919;TPRI;TPRI-8;SA-TPRI-2019;Penggantian;;Pergantian sensor titan;2019-11-17
1920;TPRI;TPRI-8;D-TPRI-2019;Penggantian;;Upggrade Digitizer;2019-11-17
1921;TPRI;TPRI-8;ZZ-TPRI-2019-2;Penggantian;;Upgrade Cygnus;2019-11-17
1922;TPRI;TPRI-8;ZZ-TPRI-2019-3;Penggantian;;Pergantian GPS;2019-11-17
1923;TPRI;TPRI-10;PB-TPRI-2021;Penggantian;;baterai sebelumnya drop;2021-11-20
1924;TRPI;TRPI-2;D-TRPI-2020;Penggantian;;00000;2020-10-29
1925;TRPI;TRPI-3;D-TRPI-2021;Penggantian;;00000;2021-04-22
1926;TRPI;TRPI-4;PB-TRPI-2021;Penggantian;;PB03;2021-11-17
1927;TRSI;TRSI-1;ZZ-TRSI-2012;Penggantian;;dioda pada kotak solar panel terbakar;2012-05-18
1928;TRSI;TRSI-2;ZZ-TRSI-2012-2;Penggantian;;solar regulator sudah tidak dapat charge baterai dengan baik;2012-07-30
1929;TRSI;TRSI-3;D-TRSI-2013;Penggantian;;Trident accelerograph memiliki RMS besar;2013-03-20
1930;TRSI;TRSI-4;;Perbaikan;;Preventive maintenance;2014-04-21
1931;TRSI;TRSI-5;;Undefined;;Sensor perlu dibuatkan insolasi atas perintah pimpinan;2015-07-09
1932;TRSI;TRSI-5;;Undefined;;Kondisi tidak level dan tidak center;2015-07-09
1933;TRSI;TRSI-5;ZZ-TRSI-2015;Penggantian;;Karena battery sudah drop dan mati malam sehingga perlu penggantian battery;2015-07-09
1934;TRSI;TRSI-5;;Perbaikan;;Atap bunker mengalami rembesan air;2015-07-09
1935;TRSI;TRSI-5;;Perbaikan;;Atap luar gedung bunker sudah jelek lapisan semennya;2015-07-09
1936;TRSI;TRSI-7;PB-TRSI-2018;Penggantian;;Baterai drop;2018-10-27
1937;TRSI;TRSI-8;ZZ-TRSI-2019;Penggantian;;Board gps rusak;2019-08-22
1938;TRSI;TRSI-8;COR-TRSI-2019;Penggantian;;LNB tidak receive;2019-08-22
1939;TRSI;TRSI-8;COT-TRSI-2019;Penggantian;;SSPB tidak transmit;2019-08-22
1940;TRSI;TRSI-8;PB-TRSI-2019;Penggantian;;Baterai lama drop;2019-08-22
1941;TRSI;TRSI-9;COR-TRSI-2020;Penggantian;;LNB tidak bisa receive;2020-09-02
1942;TTSI;TTSI-1;ZZ-TTSI-2012;Penggantian;;Upgrading libra II;2012-05-18
1943;TTSI;TTSI-1;D-TTSI-2012;Penggantian;;Upgrading libra II;2012-05-18
1944;TTSI;TTSI-1;ZZ-TTSI-2012-2;Penggantian;;Upgrading libra II;2012-05-18
1945;TTSI;TTSI-1;D-TTSI-2012-2;Penggantian;;Upgrading libra II;2012-05-18
1946;TTSI;TTSI-3;ZZ-TTSI-2014;Penggantian;;GPS timing pada cygnus selalu coarse lock;2014-10-10
1947;TTSI;TTSI-3;COT-TTSI-2014;Penggantian;;Melakukan pergantian SSPB instruksi BMKG;2014-10-10
1948;TTSI;TTSI-4;PB-TTSI-2015;Penggantian;;Power drop dan hanya terpasang 5 Pcs battery;2015-11-02
1949;TTSI;TTSI-4;ZZ-TTSI-2015;Penggantian;;CF Full;2015-11-02
1950;TTSI;TTSI-5;COF-TTSI-2017;Penggantian;;Membran Robek;2017-08-06
1951;TTSI;TTSI-5;ZZ-TTSI-2017;Penggantian;;Modem Cygnus Tidak bisa transmite;2017-08-06
1952;TTSI;TTSI-5;COR-TTSI-2017;Penggantian;;LNB Tidak bisa received;2017-08-06
1953;TTSI;TTSI-5;COT-TTSI-2017;Penggantian;;SSPB Tidak bisa transmite;2017-08-06
